name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
Opel_corsa_b_mit_neuem_TÜV,privat,Angebot,990,control,,2018,manuell,45,corsa,150000,7,,opel,nein
VW_Fox_1_2,privat,Angebot,4200,control,,2017,manuell,60,fox,100000,3,benzin,volkswagen,nein
VW_Polo_6n2,privat,Angebot,2800,control,,2017,manuell,75,polo,70000,5,,volkswagen,
1.8_TFSI_144_PS_S_Line_Style_Garantie,privat,Angebot,31888,control,,2018,manuell,144,a5,10000,7,,audi,nein
Golf_4_Highline_1_6_Tuev_Neu_01.2018,privat,Angebot,1700,control,,2018,manuell,103,golf,150000,3,benzin,volkswagen,nein
Opel_Zafira_A_auch_Tausch_gegen_Diesel,privat,Angebot,2300,control,,2017,manuell,125,zafira,150000,3,,opel,nein
Opel_Corsa_C,privat,Angebot,2150,control,,2017,manuell,80,corsa,150000,3,,opel,nein
Bmw_e46_318_tuev_neu_1270000km_1399€_bis_Sonntag,privat,Angebot,1399,control,,2018,,0,3er,150000,6,benzin,bmw,
VW_Golf_V_5_Goal_Edition,privat,Angebot,4500,control,,2017,manuell,0,golf,150000,10,benzin,volkswagen,ja
Alfa_Romeo_twin_Spark__selespeed_2.0l,privat,Angebot,3800,control,,2018,automatik,150,147,150000,9,benzin,alfa_romeo,
CLS_320_CDI_AMG_Paket_vom_Werk_5_Sitzer,privat,Angebot,17900,control,,2017,automatik,165,,150000,8,,mercedes_benz,nein
Opel_ASTRA_F_mit_Klima_sehr_sauber,privat,Angebot,1200,control,,2017,manuell,75,astra,150000,2,,opel,nein
Ford_Galaxy_WA6_1_8TDCI,privat,Angebot,6450,control,,2017,manuell,0,,150000,6,,ford,
Seat_Arosa_1.0,privat,Angebot,1100,control,,2017,manuell,50,arosa,150000,12,benzin,seat,
Top_zustand_keine_rost,privat,Angebot,750,control,,2018,manuell,0,corsa,5000,0,benzin,opel,nein
Vw_Golf_6_Comforliner_Diesel,privat,Angebot,8800,control,,2017,manuell,105,golf,125000,12,diesel,volkswagen,nein
Peugeot_307,privat,Angebot,1850,control,,2017,manuell,109,3_reihe,5000,11,benzin,peugeot,
Opel_Astra_F_1_6,privat,Angebot,450,control,,2017,manuell,75,astra,125000,0,,opel,
BMW_E46_318i_Limousine_Tuev_bis_04/2017,privat,Angebot,2299,control,,2017,manuell,118,3er,150000,4,,bmw,nein
Fiat_500_F__fast_neuer_600er_Motor__TÜV_7/2017_Runder_Tacho,privat,Angebot,3600,control,,2017,manuell,21,500,20000,7,benzin,fiat,
mercedes_benz__c180__classic,privat,Angebot,1800,control,,2019,manuell,122,c_klasse,150000,0,benzin,mercedes_benz,nein
Seat_Altea_1_9_TDI__in_sehr_gutem_Zustand,privat,Angebot,5990,control,,2017,manuell,105,altea,90000,1,diesel,seat,nein
Top_zustand,privat,Angebot,6000,control,,2017,manuell,150,zafira,150000,0,,opel,nein
Land_Rover_Defender_TD5,privat,Angebot,11900,control,,2017,manuell,0,,150000,0,,land_rover,nein
BMW_520i___e39__HU_7/17_auch_Tausch_gegen_Cabrio,privat,Angebot,0,control,,2017,manuell,150,5er,150000,5,benzin,bmw,nein
A_classe_160CDI,privat,Angebot,1100,control,,2017,manuell,75,a_klasse,150000,10,diesel,mercedes_benz,
Peugeot_406_Break__Esplanade,privat,Angebot,1500,control,,2018,manuell,110,4_reihe,150000,0,,peugeot,nein
Golf_4_FSI_Highline,privat,Angebot,3399,control,,2018,manuell,110,,150000,10,,volkswagen,
Peugeot_106_pop_art,privat,Angebot,700,control,,2017,manuell,60,1_reihe,125000,4,benzin,peugeot,nein
AUDI_TT_1_8_20V_TURBO_QUATTRO,privat,Angebot,3800,control,,2018,manuell,180,tt,150000,6,,audi,nein
Renault_Megane_3_1.6_101_PS_Unfallwagen,privat,Angebot,4400,control,,2017,manuell,101,megane,40000,12,,renault,ja
Opel_Tigra_Twin_Top_1.8,privat,Angebot,4900,control,,2017,manuell,125,tigra,90000,7,benzin,opel,nein
VW_PASSAT_1_9_TDI_3B5_VARIANT_4_Motion,privat,Angebot,2850,control,,2017,manuell,110,passat,150000,5,diesel,volkswagen,
A_190_AUS_2_Hand,privat,Angebot,2650,control,,2017,manuell,125,a_klasse,150000,10,benzin,mercedes_benz,nein
Golf_II_Volkswagen_28.000_km__Youngtimer_/_Oldtimer_,privat,Angebot,3800,control,,2017,manuell,55,golf,30000,0,benzin,volkswagen,
Renault_Kongoo_1hand,privat,Angebot,11590,control,,2017,manuell,109,kangoo,60000,11,diesel,renault,nein
Bmw_320i_M,privat,Angebot,3750,control,,2018,manuell,170,3er,150000,8,benzin,bmw,nein
Volkswagen_Lupo,privat,Angebot,1999,control,,2017,manuell,50,lupo,150000,0,benzin,volkswagen,
OPEL_CORSA_1.0_EDITION_TECHNIK__ELEKTRO__SICHTPAKET,privat,Angebot,4599,control,,2017,manuell,60,corsa,150000,10,,opel,nein
Fiat_Grande_Punto_1.4,privat,Angebot,3400,control,,2017,manuell,77,punto,125000,4,benzin,fiat,nein
Vw_golf_3_4_Tueren,privat,Angebot,400,control,,2017,,0,golf,150000,0,benzin,volkswagen,nein
Astra_H_Caravan_Sport_2.0_Turbo,privat,Angebot,4450,control,,2018,manuell,0,astra,150000,12,benzin,opel,
VW_Polo_1_6TDI__66kw__Match__DSG__Teilleder__54tkm__4_Tuerer,privat,Angebot,10625,control,,2017,automatik,90,polo,60000,7,diesel,volkswagen,
Verkaufe_meinen_Opel_Astra,privat,Angebot,850,control,,2018,manuell,60,astra,150000,1,benzin,opel,
Volkswagen_Polo_N6_1.6,privat,Angebot,750,control,,2017,manuell,75,polo,150000,11,,volkswagen,nein
Verkaufe_BMW_320d,privat,Angebot,1500,control,,2017,,136,,150000,7,diesel,bmw,
VW_TOURAN_2.0_DIESEL_SEHR_SAUBER_+TÜV,privat,Angebot,5800,control,,2017,automatik,0,touran,150000,8,diesel,volkswagen,nein
Verkaufe_mein_VW_Polo_6n_1.0L_Tuev_Neu_!!!!,privat,Angebot,999,control,,2018,manuell,50,polo,150000,1,,volkswagen,nein
opel_corsa_1_2l_16v_65ps_tuev_neu3_2018,privat,Angebot,890,control,,2018,manuell,65,corsa,150000,5,benzin,opel,
Mercrdes_E_220_cdi,privat,Angebot,2699,control,,2017,,0,e_klasse,150000,3,diesel,mercedes_benz,
Opel_Astra_twinport_1.6,privat,Angebot,3500,control,,2018,manuell,105,astra,150000,0,,opel,nein
Astra_G_Sportive_Bj._1998_mit_TÜV_/_Motorprobleme!!,privat,Angebot,599,control,,2017,manuell,101,astra,150000,0,benzin,opel,ja
Opel_Astra_G_1_6_mit_Tuev_bis_3/17,privat,Angebot,950,control,,2017,manuell,85,astra,150000,2,benzin,opel,
Renault_Clio_Sport_2.0_16v_tauch_fur_dizel,privat,Angebot,3000,control,,2018,,169,clio,150000,7,benzin,renault,nein
Bmw_E30_316i_Tausch!!!,privat,Angebot,1,control,,2018,manuell,99,3er,150000,2,benzin,bmw,nein
Suche_Auto_mit_min_1_Jahr_Tuev,privat,Angebot,700,control,,2018,,0,,150000,8,,sonstige_autos,nein
Mercedes_Benz_CLK_230_Kompressor,privat,Angebot,2222,control,,2017,manuell,193,clk,150000,2,,mercedes_benz,
Audi_A3_1_9_TDI,privat,Angebot,2250,control,,2017,manuell,90,a3,150000,10,diesel,audi,nein
Ford_Transit_Tuev_2018_Diesel,privat,Angebot,4500,control,,2018,,0,transit,150000,10,diesel,ford,
Ford_Focus_l_Tuev_07/17,privat,Angebot,1300,control,,2017,manuell,101,focus,150000,2,,ford,
VW_Golf_IV_1.6_Edition,privat,Angebot,1700,control,,2017,manuell,105,golf,150000,0,benzin,volkswagen,nein
Opel_Signum_3.0_V6_CDTI,privat,Angebot,2900,control,,2017,automatik,0,signum,150000,5,diesel,opel,
Mersedes_E_320,privat,Angebot,11100,control,,2017,automatik,220,e_klasse,125000,5,benzin,mercedes_benz,
Biete_Opel_Vectra_C_Unfall_fuer_Bastler/zum_Ausschlachten,privat,Angebot,1000,control,,2018,automatik,108,vectra,150000,0,benzin,opel,ja
Top___Chrysler_Crossfire_Roadster___poT,privat,Angebot,18888,control,,2018,,218,crossfire,80000,11,benzin,chrysler,nein
VW_Passat_Variant_2.8_VR6_Exclusiv,privat,Angebot,3350,control,,2017,manuell,174,passat,150000,7,benzin,volkswagen,
Zu_Verkaufen/Tauschen,privat,Angebot,900,control,,2017,manuell,98,rio,150000,11,benzin,kia,nein
Vw_Golf_3_mit_AHK,privat,Angebot,550,control,,2017,,75,golf,150000,2,benzin,volkswagen,
VW_Touran_2.0_TDI,privat,Angebot,4699,control,,2018,manuell,170,touran,150000,9,diesel,volkswagen,nein
Schlachtfest_Laguna_Initiale_2.2_l_Diesel,privat,Angebot,0,control,,2017,manuell,170,laguna,20000,3,diesel,renault,
Renault_master,privat,Angebot,1200,control,,2017,manuell,89,,20000,0,,renault,nein
Smart_ForTwo_Cabrio_*ATM_111km*,privat,Angebot,3300,control,,2017,automatik,54,fortwo,150000,6,,smart,
_Vectra_c_Combi_185PS_2005bj,privat,Angebot,2500,control,,2017,manuell,185,vectra,150000,8,,opel,nein
Opel_Astra_H_1.7_CDTI,privat,Angebot,4450,control,,2017,manuell,101,astra,150000,9,,opel,nein
Renault_Megane_BA_Phase_1_1_6_16V,privat,Angebot,1200,control,,2017,manuell,107,megane,150000,0,benzin,renault,
Peugeot_206_Tuev_neu,privat,Angebot,990,control,,2018,manuell,75,2_reihe,150000,11,,peugeot,
VW_Touran_2.0_TDI__DSG__Kamera__abn._Anhaengerkupplung__Alcantara,privat,Angebot,18250,control,,2017,automatik,170,touran,150000,11,diesel,volkswagen,nein
Renault_Grand_Scenic_1_4___Megane_Scenic__1.4,privat,Angebot,2888,control,,2017,manuell,98,scenic,125000,2,benzin,renault,nein
Audi_A6_4B_Allroad_Recaro_auch_tausch_moeglich,privat,Angebot,0,control,,2017,automatik,180,a6,150000,7,,audi,
Tuv_8/2017,privat,Angebot,1200,control,,2017,,58,kangoo,150000,0,benzin,renault,
SMART_TÜV_BIS_11/17_SCHECKHEFT_SUPER_GEPFLEGT,privat,Angebot,999,control,,2017,,54,andere,150000,0,,mercedes_benz,nein
top_audi_a3_muss_heute_weg,privat,Angebot,699,control,,2017,manuell,102,a3,150000,10,,audi,ja
Jeep_Wrangler_Unlimited_Kamera_Top,privat,Angebot,31599,control,,2018,automatik,200,wrangler,100000,3,,jeep,nein
8_mal_bereift,privat,Angebot,1750,control,,2018,manuell,0,corsa,150000,9,benzin,opel,nein
BMW_320_neu_TÜV,privat,Angebot,5900,control,,2018,manuell,150,3er,150000,0,diesel,bmw,
Skoda_Roomster_1_4_TDI_DPF__TÜV_neu__1._Hd.,privat,Angebot,5700,control,,2018,manuell,80,roomster,125000,2,diesel,skoda,
peugeot_206,privat,Angebot,2000,control,,2018,manuell,75,2_reihe,150000,6,,peugeot,nein
Seat_Ibiza_1_4__16_V__Sport_Edition,privat,Angebot,4750,control,,2017,manuell,86,ibiza,125000,12,benzin,seat,
Peugeot_206_2_tuerer_in_schwarz,privat,Angebot,2200,control,,2017,manuell,75,,150000,5,benzin,peugeot,
Opel_Astra__F_CC,privat,Angebot,980,control,,2017,,60,astra,100000,6,benzin,opel,
Ford_Galaxy_Ghia_16v_Ahk_6_Sitze_TÜV,privat,Angebot,2700,control,,2017,manuell,145,galaxy,150000,6,,ford,
Lancia_ypsilon_1.4__klima/_2_Hand_Neue_/TÜVScheckheft_gepflegt,privat,Angebot,3799,control,,2018,manuell,75,ypsilon,125000,12,benzin,lancia,nein
Porsche_911_Carrera_/_Targa_3.2_Deutsches_Auto,privat,Angebot,45911,control,,2017,,0,911,150000,0,,porsche,nein
Opel_Omega_Edition_2000,privat,Angebot,1399,control,,2017,manuell,0,omega,150000,3,benzin,opel,
suche_auto,privat,Angebot,1,control,,2017,manuell,45,,10000,0,,sonstige_autos,
Renault_clio_1.5_Diesel,privat,Angebot,2500,control,,2017,manuell,86,clio,150000,4,diesel,renault,nein
Renault_Kangoo_1.4,privat,Angebot,1100,control,,2017,automatik,0,kangoo,150000,0,benzin,renault,
Ford_Ka_Kleinwagen_BJ_2008,privat,Angebot,1850,control,,2017,,60,ka,125000,3,benzin,ford,
Mini_One_Chromline_Edition_2_Hand_Euro4_Tuev_neu,privat,Angebot,5350,control,,2018,manuell,95,one,150000,8,benzin,mini,nein
Golf_4__guter_Zustand,privat,Angebot,1600,control,,2017,manuell,101,golf,150000,1,benzin,volkswagen,nein
Audi_S3_8l_zu_verkaufen,privat,Angebot,6800,control,,2017,manuell,209,,150000,8,,audi,nein
VW_touran__2_0tdi_140Ps,privat,Angebot,6500,control,,2017,manuell,140,touran,125000,7,diesel,volkswagen,nein
Opel_Corsa_B_/_Treues_Spassmobil_?,privat,Angebot,900,control,,2017,manuell,54,,150000,9,benzin,opel,
Opel_Corsa_B_Bj._98_60_PS_118000_km_2_Jahre_TÜV,privat,Angebot,900,control,,2018,,0,corsa,125000,0,,opel,
VW_Lupo_BJ_1999,privat,Angebot,700,control,,2018,manuell,75,lupo,150000,0,benzin,volkswagen,ja
BMW_316i_E46_Compact_mit_M_Paket_innen_und_aussen,privat,Angebot,1900,control,,2017,,0,3er,150000,0,,bmw,
Golf_3__1_Jahr_TÜV60_PS,privat,Angebot,600,control,,2017,,60,golf,150000,0,,volkswagen,
Mitsubishi_carisma_TÜV_bis_3._2017,privat,Angebot,650,control,,2017,manuell,115,carisma,150000,6,,mitsubishi,nein
Bastlerfahrzeug_Beetle,privat,Angebot,1250,control,,2017,manuell,102,beetle,150000,11,benzin,volkswagen,nein
Honda_Civic_von_privat_zu_verkaufen,privat,Angebot,7950,control,,2018,manuell,99,civic,50000,12,benzin,honda,
BMW_316i_conpact,privat,Angebot,1100,control,,2018,,75,,5000,4,,bmw,nein
Verkaufe_toyota_celica,privat,Angebot,4000,control,,2018,manuell,143,andere,150000,0,benzin,toyota,nein
VW_Golf_3_TÜV_12.17_gti_Volkswagen,privat,Angebot,900,control,,2017,manuell,75,golf,150000,0,benzin,volkswagen,
Golf_1.6_16V_Leder!!!_TÜV_neu,privat,Angebot,1650,control,,2018,manuell,105,golf,150000,5,benzin,volkswagen,
Chevrolet_Nubira_1.8_16V___TÜV_Neu___Generallueberholt__TAUSCH_,privat,Angebot,2222,control,,2018,manuell,122,,150000,1,benzin,chevrolet,nein
Muenchen_80339,privat,Angebot,1400,control,,2017,manuell,101,,150000,4,benzin,sonstige_autos,nein
Mazda_323f_126tkm_TÜV_neu,privat,Angebot,1300,control,,2018,manuell,88,3_reihe,150000,6,benzin,mazda,nein
Suche_ein_Opel_opc_Turbo_auf_ratenzahlung,privat,Angebot,5000,control,,2017,manuell,230,,150000,4,,opel,nein
BMW_e36_328_Coupe,privat,Angebot,4200,control,,2018,manuell,193,,150000,5,benzin,bmw,nein
BMW_735_E38_mit_Standheizung_TÜV+AU_bis_2_2017,privat,Angebot,2499,control,,2017,automatik,0,7er,150000,0,benzin,bmw,
Fiat_ducato,privat,Angebot,300,control,,2017,manuell,60,ducato,150000,0,,fiat,ja
Hyundai_i30_top_Zustand,privat,Angebot,5500,control,,2017,,0,i_reihe,90000,3,diesel,hyundai,nein
Mercedes_ML270_CDI,privat,Angebot,4600,control,,2017,automatik,163,m_klasse,150000,10,,mercedes_benz,
Toyota_Corolla_Automatik_mit_2Jahren_TÜV,privat,Angebot,1899,control,,2018,automatik,0,corolla,80000,0,benzin,toyota,
Audi_A4_Avant_Garantie__Ambition_2.0_TDI__Navi/AHK/_Xenon,privat,Angebot,14200,control,,2017,automatik,143,a4,125000,11,,audi,nein
Smart_Fortwo_CDI_Diesel__Klima__Alu___!_unfallfrei_!,privat,Angebot,2499,control,,2017,automatik,0,fortwo,125000,7,diesel,smart,nein
Peugeot_106_Bj_2004_60_PS_152000_km_1_Jahr_TÜV_VB,privat,Angebot,1200,control,,2017,,0,1_reihe,150000,0,,peugeot,
116i_BMW_zu_verkaufen,privat,Angebot,8600,control,,2018,manuell,122,,125000,1,,bmw,nein
BMW_316_Compact_silber,privat,Angebot,3500,control,,2017,manuell,118,,100000,12,,bmw,nein
VW_Golf_4_IV_1_9_tdi_unfallfrei_TÜV/AU_11/2017,privat,Angebot,1650,control,,2017,manuell,110,golf,150000,0,diesel,volkswagen,
Ford_Focus_zu_verkaufen,privat,Angebot,800,control,,2017,manuell,55,focus,150000,11,,ford,nein
Ford_Fusion,privat,Angebot,3500,control,,2017,manuell,75,fusion,100000,0,benzin,ford,nein
Hyundai_sonsta_2_5,privat,Angebot,950,control,,2017,automatik,160,,100000,11,,hyundai,nein
VW_Golf_IV_1.6,privat,Angebot,1900,control,,2017,manuell,100,golf,150000,9,benzin,volkswagen,nein
jeep_grand_scheroke,privat,Angebot,2000,control,,2017,automatik,150,cherokee,150000,5,lpg,jeep,nein
Golf_2_mit_TÜV,privat,Angebot,700,control,,2018,automatik,0,golf,150000,0,,volkswagen,
Audi_A4_1_8l_*Klimaautomatik*_AHK_*Sitzheizung*_TÜV_NEU,privat,Angebot,1890,control,,2018,manuell,125,a4,150000,9,benzin,audi,nein
Opel_Zafira_1.9CDTI_Innovation_mit_super_Ausstattung,privat,Angebot,8000,control,,2017,manuell,150,zafira,150000,9,diesel,opel,nein
Hyundai_in_guten_zustand,privat,Angebot,4550,control,,2018,manuell,0,i_reihe,100000,12,benzin,hyundai,nein
Mercedes_Benz_E270_Klima_Diesel_top,privat,Angebot,2299,control,,2017,manuell,170,e_klasse,150000,11,diesel,mercedes_benz,nein
Ford_Transit_9_Sitzer_2_0_Diesel_Euro_3,privat,Angebot,3500,control,,2017,manuell,125,transit,150000,8,,ford,
Volvo_s40.__TÜV._Bis_06/17,privat,Angebot,700,control,,2017,manuell,117,,150000,12,benzin,volvo,
Renault_Twingo_1.2_Edition_Toujour_***_Faltdach***,privat,Angebot,1400,control,,2017,manuell,58,twingo,150000,1,benzin,renault,
Opel_Astra_Coupe_1.6_*117tkm*TÜV*,privat,Angebot,1390,control,,2017,automatik,75,astra,125000,9,benzin,opel,nein
Hyundai_sonata_2.7_v6_180ps,privat,Angebot,2150,control,,2017,automatik,180,,150000,3,,hyundai,nein
Verkaufe_Golf_2,privat,Angebot,400,control,,2017,,75,golf,150000,0,,volkswagen,
Audi_A8_3.8l_S8_Optik_TÜV_03/18_Vollaustattung/Modernisiert,privat,Angebot,2800,control,,2018,automatik,230,a8,150000,6,,audi,nein
VW_Golf_2_GT_1.8_90_PS_2_tuerig,privat,Angebot,2200,control,,2017,manuell,90,golf,150000,7,,volkswagen,nein
Renault_Twingo,privat,Angebot,500,control,,2017,manuell,55,,150000,11,,renault,nein
Peugeot_206,privat,Angebot,1750,control,,2018,manuell,75,2_reihe,150000,0,,peugeot,nein
Fiat_Punto_1_9_Diesel_Euro_3_TÜV_NEU_01/18_Klima_El_fernster...,privat,Angebot,1500,control,,2018,manuell,0,punto,150000,0,diesel,fiat,
Renault_Twingo__TÜV_neu__Service_neu__Sommer&Winterreifen,privat,Angebot,890,control,,2018,manuell,54,twingo,150000,10,benzin,renault,nein
Opel_vectra_1.6_mit_TÜV_EURO4,privat,Angebot,1400,control,,2017,manuell,0,vectra,150000,0,benzin,opel,
Verkaufen_unseren_treuen_gepflegten_Baby_Benz_A140,privat,Angebot,1700,control,,2017,manuell,82,a_klasse,150000,0,benzin,mercedes_benz,nein
Volkswagen_Polo_6N_Tuev_Neu_2018,privat,Angebot,850,control,,2018,manuell,60,,150000,0,,volkswagen,
BMW_523_i_E39,privat,Angebot,2150,control,,2018,manuell,170,,150000,6,,bmw,nein
VW_Golf_Variant_1.6_TDI_DPF_DSG,privat,Angebot,9999,control,,2017,automatik,0,golf,150000,3,diesel,volkswagen,nein
Audi_a6_2_4_benzin,privat,Angebot,1500,control,,2017,automatik,165,a6,150000,7,,audi,ja
Top_familien_auto_Mazda_Premacy_1.9b_mit_Tuev,privat,Angebot,1600,control,,2017,manuell,120,andere,150000,11,benzin,mazda,nein
Volkswagen_Golf_1.9_TDI_Goal_GTI_LUKE,privat,Angebot,4999,control,,2017,manuell,90,golf,150000,9,diesel,volkswagen,nein
Corsa_A_Ohne_Motor_fast_rostfrei,privat,Angebot,0,control,,2017,,0,corsa,20000,8,,opel,
Cadillac_Deville_Cabrio_Bj_68_H_Kennzeichen_guter_Zustand,privat,Angebot,20950,control,,2018,automatik,0,,150000,1,,sonstige_autos,
Skoda_Citigo_/_Klima_/_1_Hand_/_2784km,privat,Angebot,6999,control,,2018,manuell,0,citigo,5000,6,benzin,skoda,
TOYOTA_COROLA_1:6_AUTOMATICK,privat,Angebot,1699,control,,2017,automatik,0,corolla,150000,6,benzin,toyota,nein
Suzuki_Swift_Comfort_mit_Sitzheizung,privat,Angebot,4950,control,,2018,manuell,0,swift,125000,3,benzin,suzuki,nein
Twingo_mit_neum_Tuev_bis_03/2018,privat,Angebot,1490,control,,2018,,0,twingo,150000,12,,renault,
VW_Touran_2.0_Tdi__AHK__Klima__6_Gang._TÜV__Scheckheft_gepflegt,privat,Angebot,5899,control,,2017,manuell,140,touran,125000,3,diesel,volkswagen,nein
Golf_5_BJ_04_im_guten_ZUSTAND,privat,Angebot,4800,control,,2017,manuell,140,golf,150000,1,diesel,volkswagen,nein
Fiat_Quinqecento,privat,Angebot,0,control,,2017,manuell,0,,90000,3,benzin,fiat,
Renault_Twingo_1.2_16v_Automatik_mit_nur_40000km,privat,Angebot,2500,control,,2018,automatik,75,twingo,50000,11,,renault,nein
BMW_530d_Voll_Austatatug_TÜV_2017/07_nur_Tausch,privat,Angebot,0,control,,2017,automatik,220,5er,150000,12,diesel,bmw,ja
Polo_6N_TÜV_bis_Juli_2017,privat,Angebot,800,control,,2017,manuell,60,polo,5000,9,,volkswagen,nein
Ford_Galaxy__Teile_1.9_TDI_Voll_VOLL_Schlachtfest_Schlachte_PDF,privat,Angebot,1,control,,2018,automatik,116,galaxy,150000,6,diesel,ford,
Audi_A3_TDI_Sportback_S_Line,privat,Angebot,6500,control,,2017,manuell,140,a3,150000,0,diesel,audi,
Gepflegter_Opel_Meriva,privat,Angebot,4950,control,,2018,manuell,101,meriva,125000,0,benzin,opel,nein
Bmw_316ti_Compact_2_Jahre_Tuev_Scheckheftgepflegt,privat,Angebot,2950,control,,2018,manuell,116,3er,150000,8,,bmw,nein
Daewoo_Lanos_1.5_Klima_tuev_02/17,privat,Angebot,899,control,,2017,manuell,85,lanos,150000,2,benzin,daewoo,nein
Fiat_Marea,privat,Angebot,850,control,,2018,manuell,100,andere,5000,9,,fiat,nein
Peugeot_Partner_1.6_Hdi_Motorschaden,privat,Angebot,1500,control,,2018,manuell,0,andere,150000,11,,peugeot,
VW_Golf_IV_4_1.9_TDI,privat,Angebot,1199,control,,2017,manuell,90,golf,150000,6,diesel,volkswagen,nein
1.4tdi_tuf_neu,privat,Angebot,1990,control,,2018,manuell,75,ibiza,150000,0,,seat,
BMW_E34_530i_V8,privat,Angebot,2900,control,,2017,automatik,218,5er,150000,10,benzin,bmw,
VW_Polo_1_2__9N_Trendline,privat,Angebot,3100,control,,2017,manuell,60,polo,150000,1,benzin,volkswagen,nein
Renault_twingo,privat,Angebot,900,control,,2018,,60,twingo,150000,0,,renault,
Ford_Focus__fahrbereit_mit_1_Jahr_TÜV_an_Bastler_oder_Export,privat,Angebot,500,control,,2017,manuell,101,focus,150000,0,,ford,
Hyundai_Terracan+_TÜV_10.2017,privat,Angebot,7000,control,,2017,manuell,170,,150000,0,diesel,hyundai,
Hyundai_sonata_2.7_v6,privat,Angebot,2000,control,,2017,automatik,180,,150000,1,benzin,hyundai,nein
Suche_Opel_Corsa_C_Automatik,privat,Angebot,0,control,,2017,automatik,0,corsa,100000,0,,opel,nein
Opel_Corsa_1.2_16V,privat,Angebot,3950,control,,2018,manuell,80,corsa,125000,2,benzin,opel,
Chrysler_Sebring_3_0_v6,privat,Angebot,2750,control,,2017,automatik,200,andere,100000,7,benzin,chrysler,nein
Bmw_320d_touring,privat,Angebot,2300,control,,2017,automatik,150,3er,150000,11,,bmw,
Golf_4_Diesel,privat,Angebot,2000,control,,2017,,101,golf,150000,0,diesel,volkswagen,nein
Opel_Astra__F_CC_Rot,privat,Angebot,600,control,,2017,manuell,60,astra,125000,6,,opel,nein
Scoda_fabia_1.Hand_32000_km_unfallfrei!,privat,Angebot,6850,control,,2017,manuell,60,fabia,40000,8,benzin,skoda,nein
A___Klasse_w169,privat,Angebot,5000,control,,2017,manuell,109,a_klasse,125000,6,diesel,mercedes_benz,nein
Audi_A6_Avant_2.8_Klimatronik,privat,Angebot,1699,control,,2017,automatik,193,,150000,0,benzin,audi,
Verkauf_Twingo,privat,Angebot,2000,control,,2018,,0,twingo,80000,0,benzin,renault,
Audi_s3__DSG_VOLAUSTATUNG_,privat,Angebot,13000,control,,2018,automatik,265,andere,90000,4,benzin,audi,ja
Fiat_Punto_188_sporting,privat,Angebot,650,control,,2017,manuell,0,punto,150000,0,benzin,fiat,
Bastler_Opel_corsa_b_1.2_zu_verkaufen,privat,Angebot,350,control,,2017,manuell,45,corsa,150000,6,,opel,ja
Nissan_200sx_s13_Tausch,privat,Angebot,0,control,,2017,manuell,169,andere,150000,6,,nissan,nein
Renault_Megane_TÜV_bis_10/2018_guter_Zustand,privat,Angebot,500,control,,2018,manuell,75,megane,125000,9,benzin,renault,
Astra_G_Cabrio_mit_TÜV_und_dezentem_Tuning,privat,Angebot,5900,control,,2017,manuell,143,astra,125000,11,,opel,nein
Pajero_3_2DID_7Sitzer,privat,Angebot,6200,control,,2018,manuell,0,pajero,150000,0,diesel,mitsubishi,
Opel_Corsa_b,privat,Angebot,500,control,,2017,manuell,50,corsa,150000,3,benzin,opel,
Passat_2.0TDI_R_LINE_PAKET___Nachgeruestet__.,privat,Angebot,9700,control,,2018,manuell,140,passat,150000,5,,volkswagen,nein
C_180_Elegance_/_Tuev_Neu_/_Top_Zustandt!_!_!,privat,Angebot,1250,control,,2017,manuell,122,c_klasse,150000,3,,mercedes_benz,nein
OPEL_ASTRA_TÜV_BIS_03_2018_KEIN_ROST,privat,Angebot,1499,control,,2018,manuell,75,astra,150000,12,benzin,opel,nein
PEUGEOT_307_2.0_HDI,privat,Angebot,2199,control,,2017,manuell,0,3_reihe,150000,12,diesel,peugeot,
Reno_kangoo_behinderten_gerechter,privat,Angebot,14500,control,,2018,manuell,90,kangoo,80000,3,,renault,
Opel_Vertra_B,privat,Angebot,0,control,,2017,manuell,101,vectra,150000,8,,opel,
Opel_astra_1_6,privat,Angebot,990,control,,2017,manuell,71,,150000,0,,opel,
Mercedes_Benz_C_Klasse_200_CDI,privat,Angebot,11500,control,,2017,manuell,136,c_klasse,150000,1,diesel,mercedes_benz,nein
Seat_Leon_Cupra_R__Leder,privat,Angebot,3900,control,,2017,manuell,204,,150000,0,,seat,nein
Volkswagen_T4_Caravelle_VW_2_5TDi,privat,Angebot,3200,control,,2017,,0,,150000,0,benzin,volkswagen,
KIA_Rio_1.4l__109_PS____FIFA_WORLD_CUP_EDITION,privat,Angebot,12499,control,,2017,manuell,109,rio,20000,11,,kia,nein
Nissan_Primera__AHK__TÜV_2017__141_TKM,privat,Angebot,1450,control,,2017,manuell,110,primera,150000,4,benzin,nissan,nein
Audi_A4_Automatik_Sline,privat,Angebot,1500,control,,2017,automatik,101,a4,150000,11,,audi,nein
Seat_toledo_TDI_6_gang_klima_tronic_TÜV_bis_3/2017,privat,Angebot,2750,control,,2017,manuell,130,toledo,150000,1,diesel,seat,nein
Golf3__1_6i__TÜV_01.2018,privat,Angebot,700,control,,2018,manuell,75,golf,150000,0,,volkswagen,nein
